Sample_num,Clarks,Coopers,FinalClass,CHECK WITH CLARK,COMPLETED,fname,ModelClass,ModelConf,FinalClass_filled
5363,Mixed or Not Classified,,,,,og_shp_imagesCopy/5363.png,Consolidated Barren (rocks salt pans),0.566355288028717,
5366,Mixed or Not Classified,,,,,og_shp_imagesCopy/5366.png,Mixed or Not Classified,0.33384639024734497,
5368,Natural Wooded Land,,,,,og_shp_imagesCopy/5368.png,Natural Wooded Land,0.7242172360420227,
5369,Natural Wooded Land,,,,,og_shp_imagesCopy/5369.png,Wetlands,0.7059831619262695,
5370,Shrubs,,,,,og_shp_imagesCopy/5370.png,Mixed or Not Classified,0.9877047538757324,Mixed or Not Classified
5372,Mixed or Not Classified,,,,,og_shp_imagesCopy/5372.png,Natural Wooded Land,0.3637394309043884,
5373,Planted Forest,,,,,og_shp_imagesCopy/5373.png,Planted Forest,0.9389989376068115,Planted Forest
5374,"Consolidated Barren (rocks, salt pans)",,,,,og_shp_imagesCopy/5374.png,Consolidated Barren (rocks salt pans),0.9627441167831421,Consolidated Barren (rocks salt pans)
5375,Mixed or Not Classified,,,,,og_shp_imagesCopy/5375.png,Consolidated Barren (rocks salt pans),0.5188611745834351,
5376,Shrubs,,,,,og_shp_imagesCopy/5376.png,Natural Grassland,0.6901415586471558,
5377,Mixed or Not Classified,,,,,og_shp_imagesCopy/5377.png,Natural Grassland,0.31801193952560425,
5378,Mixed or Not Classified,,,,,og_shp_imagesCopy/5378.png,Consolidated Barren (rocks salt pans),0.7243598699569702,
5381,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5381.png,Annual Crops (e.g wheat),0.996607780456543,Annual Crops (e.g wheat)
5387,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5387.png,Natural Grassland,0.546306312084198,
5390,Mixed or Not Classified,,,,,og_shp_imagesCopy/5390.png,Planted Forest,0.8771517276763916,Planted Forest
5393,Mixed or Not Classified,,,,,og_shp_imagesCopy/5393.png,Natural Wooded Land,0.8811616897583008,Natural Wooded Land
5394,Natural Wooded Land,,,,,og_shp_imagesCopy/5394.png,Natural Wooded Land,0.3217748999595642,
5395,Mixed or Not Classified,,,,,og_shp_imagesCopy/5395.png,Natural Wooded Land,0.815626323223114,Natural Wooded Land
5397,Mixed or Not Classified,,,,,og_shp_imagesCopy/5397.png,Mixed or Not Classified,0.360795259475708,
5400,Mixed or Not Classified,,,,,og_shp_imagesCopy/5400.png,Natural Wooded Land,0.5829601883888245,
5405,Mixed or Not Classified,,,,,og_shp_imagesCopy/5405.png,Planted Forest,0.8128042221069336,Planted Forest
5406,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5406.png,Natural Grassland,0.9482349753379822,Natural Grassland
5408,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5408.png,Annual Crops (e.g wheat),0.5910738706588745,
5409,Natural Wooded Land,,,,,og_shp_imagesCopy/5409.png,Wetlands,0.7241256237030029,
5410,Natural Wooded Land,,,,,og_shp_imagesCopy/5410.png,Wetlands,0.5060402750968933,
5411,Mixed or Not Classified,,,,,og_shp_imagesCopy/5411.png,Natural Grassland,0.9020914435386658,Natural Grassland
5412,Natural Wooded Land,,,,,og_shp_imagesCopy/5412.png,Waterbodies,0.425889790058136,
5413,Natural Wooded Land,,,,,og_shp_imagesCopy/5413.png,Natural Wooded Land,0.5381495356559753,
5414,Mixed or Not Classified,,,,,og_shp_imagesCopy/5414.png,Wetlands,0.6605556011199951,
5415,Natural Wooded Land,,,,,og_shp_imagesCopy/5415.png,Waterbodies,0.4303532838821411,
5416,Shrubs,,,,,og_shp_imagesCopy/5416.png,Natural Wooded Land,0.45780959725379944,
5417,Mixed or Not Classified,,,,,og_shp_imagesCopy/5417.png,Natural Grassland,0.8628078699111938,Natural Grassland
5418,Mixed or Not Classified,,,,,og_shp_imagesCopy/5418.png,Wetlands,0.9398202300071716,Wetlands
5419,Natural Wooded Land,,,,,og_shp_imagesCopy/5419.png,Planted Forest,0.8000951409339905,Planted Forest
5435,Mixed or Not Classified,,,,,og_shp_imagesCopy/5435.png,Waterbodies,0.4904254674911499,
5443,Natural Wooded Land,,,,,og_shp_imagesCopy/5443.png,Natural Grassland,0.5206658840179443,
5445,Mixed or Not Classified,,,,,og_shp_imagesCopy/5445.png,Natural Grassland,0.6236992478370667,
5453,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5453.png,Waterbodies,0.42204955220222473,
5455,Shrubs,,,,,og_shp_imagesCopy/5455.png,Wetlands,0.7295710444450378,
5456,Mixed or Not Classified,,,,,og_shp_imagesCopy/5456.png,Mixed or Not Classified,0.8287597894668579,Mixed or Not Classified
5457,Shrubs,,,,,og_shp_imagesCopy/5457.png,Wetlands,0.7536645531654358,
5458,Shrubs,,,,,og_shp_imagesCopy/5458.png,Natural Grassland,0.728854775428772,
5459,Natural Wooded Land,,,,,og_shp_imagesCopy/5459.png,Planted Forest,0.7634490728378296,
5460,Natural Wooded Land,,,,,og_shp_imagesCopy/5460.png,Planted Forest,0.7086195945739746,
5468,Natural Wooded Land,,,,,og_shp_imagesCopy/5468.png,Planted Forest,0.5182526707649231,
5469,Natural Wooded Land,,,,,og_shp_imagesCopy/5469.png,Planted Forest,0.9864213466644287,Planted Forest
5473,Planted Forest,,,,,og_shp_imagesCopy/5473.png,Natural Wooded Land,0.9065711498260498,Natural Wooded Land
5474,Natural Wooded Land,,,,,og_shp_imagesCopy/5474.png,Planted Forest,0.7903143763542175,
5475,Shrubs,,,,,og_shp_imagesCopy/5475.png,Wetlands,0.5083348155021667,
5476,Mixed or Not Classified,,,,,og_shp_imagesCopy/5476.png,Natural Wooded Land,0.537010669708252,
5477,Planted Forest,,,,,og_shp_imagesCopy/5477.png,Planted Forest,0.546765923500061,
5478,Mixed or Not Classified,,,,,og_shp_imagesCopy/5478.png,Planted Forest,0.6624266505241394,
5479,Mixed or Not Classified,,,,,og_shp_imagesCopy/5479.png,Natural Wooded Land,0.6876223683357239,
5480,Mixed or Not Classified,,,,,og_shp_imagesCopy/5480.png,Natural Wooded Land,0.8712431788444519,Natural Wooded Land
5481,Planted Forest,,,,,og_shp_imagesCopy/5481.png,Planted Forest,0.7451310753822327,
5485,Planted Forest,,,,,og_shp_imagesCopy/5485.png,Planted Forest,0.9928553700447083,Planted Forest
5486,Natural Wooded Land,,,,,og_shp_imagesCopy/5486.png,Natural Wooded Land,0.6358718872070312,
5487,Planted Forest,,,,,og_shp_imagesCopy/5487.png,Consolidated Barren (rocks salt pans),0.3945658206939697,
5488,Mixed or Not Classified,,,,,og_shp_imagesCopy/5488.png,Natural Wooded Land,0.4322415590286255,
5489,Shrubs,,,,,og_shp_imagesCopy/5489.png,Natural Wooded Land,0.3879232704639435,
5490,Shrubs,,,,,og_shp_imagesCopy/5490.png,Planted Forest,0.5470552444458008,
5491,Mixed or Not Classified,,,,,og_shp_imagesCopy/5491.png,Mixed or Not Classified,0.38261276483535767,
5493,Planted Forest,,,,,og_shp_imagesCopy/5493.png,Consolidated Barren (rocks salt pans),0.2748475670814514,
5497,Natural Wooded Land,,,,,og_shp_imagesCopy/5497.png,Planted Forest,0.6417666673660278,
5498,Shrubs,,,,,og_shp_imagesCopy/5498.png,Natural Grassland,0.9369186162948608,Natural Grassland
5499,Mixed or Not Classified,,,,,og_shp_imagesCopy/5499.png,Mixed or Not Classified,0.7735306620597839,
5500,Planted Forest,,,,,og_shp_imagesCopy/5500.png,Planted Forest,0.9846383929252625,Planted Forest
5501,Mixed or Not Classified,,,,,og_shp_imagesCopy/5501.png,Wetlands,0.3525436818599701,
5502,Natural Wooded Land,,,,,og_shp_imagesCopy/5502.png,Planted Forest,0.9842581748962402,Planted Forest
5504,Shrubs,,,,,og_shp_imagesCopy/5504.png,Mixed or Not Classified,0.6832956075668335,
5506,Shrubs,,,,,og_shp_imagesCopy/5506.png,Natural Wooded Land,0.4026232659816742,
5509,Natural Wooded Land,,,,,og_shp_imagesCopy/5509.png,Planted Forest,0.4159807562828064,
5510,Mixed or Not Classified,,,,,og_shp_imagesCopy/5510.png,Natural Wooded Land,0.5649688839912415,
5511,Natural Wooded Land,,,,,og_shp_imagesCopy/5511.png,Mixed or Not Classified,0.37157177925109863,
5512,Mixed or Not Classified,,,,,og_shp_imagesCopy/5512.png,Natural Grassland,0.4984804689884186,
5513,Natural Wooded Land,,,,,og_shp_imagesCopy/5513.png,Wetlands,0.5176740288734436,
5514,Mixed or Not Classified,,,,,og_shp_imagesCopy/5514.png,Natural Grassland,0.27674293518066406,
5515,Mixed or Not Classified,,,,,og_shp_imagesCopy/5515.png,Planted Forest,0.3195815086364746,
5516,Mixed or Not Classified,,,,,og_shp_imagesCopy/5516.png,Planted Forest,0.5658539533615112,
5519,Mixed or Not Classified,,,,,og_shp_imagesCopy/5519.png,Natural Wooded Land,0.28417274355888367,
5524,Natural Wooded Land,,,,,og_shp_imagesCopy/5524.png,Natural Wooded Land,0.3856971859931946,
5525,Mixed or Not Classified,,,,,og_shp_imagesCopy/5525.png,Mixed or Not Classified,0.43621182441711426,
5527,Shrubs,,,,,og_shp_imagesCopy/5527.png,Natural Grassland,0.8198276162147522,Natural Grassland
5528,Natural Wooded Land,,,,,og_shp_imagesCopy/5528.png,Natural Wooded Land,0.9063777923583984,Natural Wooded Land
5562,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5562.png,Wetlands,0.4278474450111389,
5563,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5563.png,Natural Grassland,0.6950786709785461,
5566,Natural Wooded Land,,,,,og_shp_imagesCopy/5566.png,Natural Wooded Land,0.8784120678901672,Natural Wooded Land
5567,Mixed or Not Classified,,,,,og_shp_imagesCopy/5567.png,Natural Wooded Land,0.8684694170951843,Natural Wooded Land
5570,Mixed or Not Classified,,,,,og_shp_imagesCopy/5570.png,Built-up,0.7818995714187622,
5575,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5575.png,Natural Grassland,0.792616069316864,
5577,Mixed or Not Classified,,,,,og_shp_imagesCopy/5577.png,Mixed or Not Classified,0.4621693789958954,
5580,Natural Wooded Land,,,,,og_shp_imagesCopy/5580.png,Planted Forest,0.6208881735801697,
5583,Natural Wooded Land,,,,,og_shp_imagesCopy/5583.png,Planted Forest,0.7547158002853394,
5585,Natural Wooded Land,,,,,og_shp_imagesCopy/5585.png,Natural Wooded Land,0.8903369903564453,Natural Wooded Land
5586,Planted Forest,,,,,og_shp_imagesCopy/5586.png,Planted Forest,0.9015140533447266,Planted Forest
5587,Planted Forest,,,,,og_shp_imagesCopy/5587.png,Natural Wooded Land,0.8026459217071533,Natural Wooded Land
5588,Mixed or Not Classified,,,,,og_shp_imagesCopy/5588.png,Mixed or Not Classified,0.5005595088005066,
5589,Mixed or Not Classified,,,,,og_shp_imagesCopy/5589.png,Natural Wooded Land,0.6161373257637024,
5590,Mixed or Not Classified,,,,,og_shp_imagesCopy/5590.png,Natural Wooded Land,0.5775929689407349,
5594,Natural Grassland,,,,,og_shp_imagesCopy/5594.png,Natural Grassland,0.8949078917503357,Natural Grassland
5596,Natural Wooded Land,,,,,og_shp_imagesCopy/5596.png,Planted Forest,0.8500425815582275,Planted Forest
5597,Mixed or Not Classified,,,,,og_shp_imagesCopy/5597.png,Planted Forest,0.9239219427108765,Planted Forest
5599,Natural Wooded Land,,,,,og_shp_imagesCopy/5599.png,Natural Wooded Land,0.5262739062309265,
5603,Mixed or Not Classified,,,,,og_shp_imagesCopy/5603.png,Natural Grassland,0.892153799533844,Natural Grassland
5611,Planted Forest,,,,,og_shp_imagesCopy/5611.png,Planted Forest,0.9811322093009949,Planted Forest
5624,Mixed or Not Classified,,,,,og_shp_imagesCopy/5624.png,Built-up,0.9833041429519653,Built-up
5627,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5627.png,Annual Crops (e.g wheat),0.9991859793663025,Annual Crops (e.g wheat)
5629,Natural Grassland,,,,,og_shp_imagesCopy/5629.png,Annual Crops (e.g wheat),0.6984151601791382,
5632,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5632.png,Natural Grassland,0.8635972738265991,Natural Grassland
5633,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5633.png,Natural Grassland,0.9152539372444153,Natural Grassland
5634,Natural Grassland,,,,,og_shp_imagesCopy/5634.png,Natural Grassland,0.9752599596977234,Natural Grassland
5638,Natural Wooded Land,,,,,og_shp_imagesCopy/5638.png,Planted Forest,0.7755348682403564,
5639,Shrubs,,,,,og_shp_imagesCopy/5639.png,Mixed or Not Classified,0.9157978892326355,Mixed or Not Classified
5640,Mixed or Not Classified,,,,,og_shp_imagesCopy/5640.png,Mixed or Not Classified,0.4094253480434418,
5641,Shrubs,,,,,og_shp_imagesCopy/5641.png,Natural Wooded Land,0.666373610496521,
5642,Mixed or Not Classified,,,,,og_shp_imagesCopy/5642.png,Shrubs,0.7972931265830994,
5643,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5643.png,Annual Crops (e.g wheat),0.47334378957748413,
5645,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5645.png,Natural Grassland,0.6514636874198914,
5647,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5647.png,Natural Grassland,0.5659221410751343,
5653,"Permanent Crops (e.g., vineyard)",,,,,og_shp_imagesCopy/5653.png,Permanent Crops (e.g. vineyard),0.9948717355728149,Permanent Crops (e.g. vineyard)
5655,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5655.png,Permanent Crops (e.g. vineyard),0.533614456653595,
5657,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5657.png,Natural Grassland,0.4709026515483856,
5658,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5658.png,Natural Grassland,0.5723626613616943,
5660,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5660.png,Natural Grassland,0.9096773862838745,Natural Grassland
5664,Mixed or Not Classified,,,,,og_shp_imagesCopy/5664.png,Mixed or Not Classified,0.43600428104400635,
5665,Natural Wooded Land,,,,,og_shp_imagesCopy/5665.png,Natural Wooded Land,0.6692574620246887,
5669,Shrubs,,,,,og_shp_imagesCopy/5669.png,Natural Wooded Land,0.5744223594665527,
5670,Shrubs,,,,,og_shp_imagesCopy/5670.png,Waterbodies,0.4465790092945099,
5671,Shrubs,,,,,og_shp_imagesCopy/5671.png,Natural Grassland,0.42385026812553406,
5680,Shrubs,,,,,og_shp_imagesCopy/5680.png,Shrubs,0.9433835744857788,Shrubs
5681,Shrubs,,,,,og_shp_imagesCopy/5681.png,Shrubs,0.6005743145942688,
5682,Natural Wooded Land,,,,,og_shp_imagesCopy/5682.png,Planted Forest,0.5379625558853149,
5683,Natural Wooded Land,,,,,og_shp_imagesCopy/5683.png,Natural Wooded Land,0.9935417175292969,Natural Wooded Land
5684,Planted Forest,,,,,og_shp_imagesCopy/5684.png,Planted Forest,0.9920267462730408,Planted Forest
5687,Planted Forest,,,,,og_shp_imagesCopy/5687.png,Planted Forest,0.982928991317749,Planted Forest
5689,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5689.png,Natural Grassland,0.7518649697303772,
5691,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5691.png,Natural Grassland,0.8982006311416626,Natural Grassland
5693,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5693.png,Waterbodies,0.6801352500915527,
5695,Mixed or Not Classified,,,,,og_shp_imagesCopy/5695.png,Built-up,0.9956859350204468,Built-up
5699,Mixed or Not Classified,,,,,og_shp_imagesCopy/5699.png,Built-up,0.9915862083435059,Built-up
5703,"Permanent Crops (e.g., vineyard)",,,,,og_shp_imagesCopy/5703.png,Permanent Crops (e.g. vineyard),0.9999475479125977,Permanent Crops (e.g. vineyard)
5704,"Permanent Crops (e.g., vineyard)",,,,,og_shp_imagesCopy/5704.png,Permanent Crops (e.g. vineyard),0.9974785447120667,Permanent Crops (e.g. vineyard)
5706,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5706.png,Unconsolidated Barren,0.25818881392478943,
5711,Planted Forest,,,,,og_shp_imagesCopy/5711.png,Planted Forest,0.9536386728286743,Planted Forest
5718,Natural Wooded Land,,,,,og_shp_imagesCopy/5718.png,Wetlands,0.3589497208595276,
5719,Planted Forest,,,,,og_shp_imagesCopy/5719.png,Planted Forest,0.4969397783279419,
5720,Mixed or Not Classified,,,,,og_shp_imagesCopy/5720.png,Wetlands,0.41265222430229187,
5721,Mixed or Not Classified,,,,,og_shp_imagesCopy/5721.png,Natural Wooded Land,0.5749633312225342,
5722,Planted Forest,,,,,og_shp_imagesCopy/5722.png,Planted Forest,0.8664788603782654,Planted Forest
5723,Mixed or Not Classified,,,,,og_shp_imagesCopy/5723.png,Natural Wooded Land,0.7955291867256165,
5728,Mixed or Not Classified,,,,,og_shp_imagesCopy/5728.png,Built-up,0.9675337076187134,Built-up
5729,Mixed or Not Classified,,,,,og_shp_imagesCopy/5729.png,Built-up,0.9981008172035217,Built-up
5738,Waterbodies,,,,,og_shp_imagesCopy/5738.png,Mixed or Not Classified,0.771369993686676,
5743,Natural Wooded Land,,,,,og_shp_imagesCopy/5743.png,Mixed or Not Classified,0.7704761028289795,
5744,Natural Wooded Land,,,,,og_shp_imagesCopy/5744.png,Planted Forest,0.9107955098152161,Planted Forest
5745,Natural Wooded Land,,,,,og_shp_imagesCopy/5745.png,Mixed or Not Classified,0.6559432148933411,
5757,Natural Grassland,,,,,og_shp_imagesCopy/5757.png,Natural Grassland,0.7621297240257263,
5758,Mixed or Not Classified,,,,,og_shp_imagesCopy/5758.png,Mixed or Not Classified,0.9830029606819153,Mixed or Not Classified
5764,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5764.png,Waterbodies,0.5879552364349365,
5767,Natural Wooded Land,,,,,og_shp_imagesCopy/5767.png,Natural Wooded Land,0.9111443161964417,Natural Wooded Land
5771,Planted Forest,,,,,og_shp_imagesCopy/5771.png,Planted Forest,0.6806816458702087,
5778,Mixed or Not Classified,,,,,og_shp_imagesCopy/5778.png,Wetlands,0.40287214517593384,
5779,Mixed or Not Classified,,,,,og_shp_imagesCopy/5779.png,Consolidated Barren (rocks salt pans),0.48758843541145325,
5788,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5788.png,Annual Crops (e.g wheat),0.39442625641822815,
5789,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/5789.png,Annual Crops (e.g wheat),0.9192575216293335,Annual Crops (e.g wheat)
5928,Shrubs,,,,,og_shp_imagesCopy/5928.png,Natural Wooded Land,0.5866053104400635,
5930,Mixed or Not Classified,,,,,og_shp_imagesCopy/5930.png,Natural Wooded Land,0.4517875015735626,
5934,Mixed or Not Classified,,,,,og_shp_imagesCopy/5934.png,Natural Grassland,0.599077582359314,
5940,Mixed or Not Classified,,,,,og_shp_imagesCopy/5940.png,Natural Grassland,0.6641786694526672,
5956,Natural Wooded Land,,,,,og_shp_imagesCopy/5956.png,Natural Wooded Land,0.9434329867362976,Natural Wooded Land
5966,Mixed or Not Classified,,,,,og_shp_imagesCopy/5966.png,Natural Grassland,0.5701650381088257,
6002,Natural Wooded Land,,,,,og_shp_imagesCopy/6002.png,Natural Wooded Land,0.44826963543891907,
6022,Natural Wooded Land,,,,,og_shp_imagesCopy/6022.png,Natural Wooded Land,0.8251618146896362,Natural Wooded Land
6023,Natural Wooded Land,,,,,og_shp_imagesCopy/6023.png,Waterbodies,0.6400002241134644,
6024,Mixed or Not Classified,,,,,og_shp_imagesCopy/6024.png,Natural Wooded Land,0.8788853883743286,Natural Wooded Land
6029,Natural Wooded Land,,,,,og_shp_imagesCopy/6029.png,Natural Wooded Land,0.584345817565918,
6031,Natural Wooded Land,,,,,og_shp_imagesCopy/6031.png,Natural Wooded Land,0.7182520031929016,
6032,Natural Wooded Land,,,,,og_shp_imagesCopy/6032.png,Planted Forest,0.7214951515197754,
6033,Mixed or Not Classified,,,,,og_shp_imagesCopy/6033.png,Natural Wooded Land,0.5380548238754272,
6034,Natural Wooded Land,,,,,og_shp_imagesCopy/6034.png,Planted Forest,0.45051464438438416,
6035,Natural Wooded Land,,,,,og_shp_imagesCopy/6035.png,Planted Forest,0.49668049812316895,
6047,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/6047.png,Annual Crops (e.g wheat),0.7434511780738831,
6050,Annual Crops (e.g wheat),,,,,og_shp_imagesCopy/6050.png,Annual Crops (e.g wheat),0.9987485408782959,Annual Crops (e.g wheat)
6051,Mixed or Not Classified,,,,,og_shp_imagesCopy/6051.png,Natural Grassland,0.6414178013801575,
6066,Shrubs,,,,,og_shp_imagesCopy/6066.png,Natural Grassland,0.7267623543739319,
6104,Shrubs,,,,,og_shp_imagesCopy/6104.png,Planted Forest,0.4814251959323883,
6116,Mixed or Not Classified,,,,,og_shp_imagesCopy/6116.png,Natural Grassland,0.8758469223976135,Natural Grassland
6163,Shrubs,,,,,og_shp_imagesCopy/6163.png,Natural Grassland,0.2650204002857208,
6165,Shrubs,,,,,og_shp_imagesCopy/6165.png,Consolidated Barren (rocks salt pans),0.47877898812294006,
6201,Shrubs,,,,,og_shp_imagesCopy/6201.png,Shrubs,0.4270645081996918,
6250,Mixed or Not Classified,,,,,og_shp_imagesCopy/6250.png,Consolidated Barren (rocks salt pans),0.8867820501327515,Consolidated Barren (rocks salt pans)
6259,Mixed or Not Classified,,,,,og_shp_imagesCopy/6259.png,Consolidated Barren (rocks salt pans),0.6028282642364502,
6285,Shrubs,,,,,og_shp_imagesCopy/6285.png,Natural Grassland,0.7792850732803345,
6303,Shrubs,,,,,og_shp_imagesCopy/6303.png,Planted Forest,0.8232331871986389,Planted Forest
6356,Shrubs,,,,,og_shp_imagesCopy/6356.png,Natural Grassland,0.9270326495170593,Natural Grassland
6385,Shrubs,,,,,og_shp_imagesCopy/6385.png,Natural Wooded Land,0.326204389333725,
6388,Natural Wooded Land,,,,,og_shp_imagesCopy/6388.png,Planted Forest,0.8632532358169556,Planted Forest
6390,Mixed or Not Classified,,,,,og_shp_imagesCopy/6390.png,Planted Forest,0.7660424709320068,
6391,Natural Wooded Land,,,,,og_shp_imagesCopy/6391.png,Planted Forest,0.8527157306671143,Planted Forest
6401,Mixed or Not Classified,,,,,og_shp_imagesCopy/6401.png,Natural Wooded Land,0.47485071420669556,
6402,Mixed or Not Classified,,,,,og_shp_imagesCopy/6402.png,Natural Grassland,0.9453123211860657,Natural Grassland
6414,Natural Wooded Land,,,,,og_shp_imagesCopy/6414.png,Planted Forest,0.6551700830459595,
6415,Natural Wooded Land,,,,,og_shp_imagesCopy/6415.png,Natural Wooded Land,0.4249837398529053,
6417,Natural Wooded Land,,,,,og_shp_imagesCopy/6417.png,Waterbodies,0.4837174713611603,
6460,Natural Wooded Land,,,,,og_shp_imagesCopy/6460.png,Natural Wooded Land,0.7135783433914185,
6462,Natural Wooded Land,,,,,og_shp_imagesCopy/6462.png,Consolidated Barren (rocks salt pans),0.37951967120170593,
6475,Natural Wooded Land,,,,,og_shp_imagesCopy/6475.png,Natural Wooded Land,0.8051620125770569,Natural Wooded Land
6495,Natural Wooded Land,,,,,og_shp_imagesCopy/6495.png,Planted Forest,0.6284685730934143,
6503,Mixed or Not Classified,,,,,og_shp_imagesCopy/6503.png,Mixed or Not Classified,0.915962815284729,Mixed or Not Classified
6530,Natural Wooded Land,,,,,og_shp_imagesCopy/6530.png,Natural Wooded Land,0.6800426244735718,
6551,Natural Wooded Land,,,,,og_shp_imagesCopy/6551.png,Planted Forest,0.4707936644554138,
6556,Natural Wooded Land,,,,,og_shp_imagesCopy/6556.png,Natural Wooded Land,0.45691028237342834,
6592,Natural Wooded Land,,,,,og_shp_imagesCopy/6592.png,Natural Wooded Land,0.911615788936615,Natural Wooded Land
6602,Mixed or Not Classified,,,,,og_shp_imagesCopy/6602.png,Natural Wooded Land,0.42228055000305176,
6623,Natural Wooded Land,,,,,og_shp_imagesCopy/6623.png,Wetlands,0.617658257484436,
6625,Natural Wooded Land,,,,,og_shp_imagesCopy/6625.png,Natural Wooded Land,0.6542983651161194,
6636,Natural Wooded Land,,,,,og_shp_imagesCopy/6636.png,Wetlands,0.46408265829086304,
6651,Natural Wooded Land,,,,,og_shp_imagesCopy/6651.png,Natural Wooded Land,0.5233796834945679,
6664,Shrubs,,,,,og_shp_imagesCopy/6664.png,Natural Grassland,0.473450630903244,
6674,Natural Wooded Land,,,,,og_shp_imagesCopy/6674.png,Wetlands,0.4590011239051819,
6677,Natural Wooded Land,,,,,og_shp_imagesCopy/6677.png,Planted Forest,0.951684296131134,Planted Forest
6685,Shrubs,,,,,og_shp_imagesCopy/6685.png,Natural Grassland,0.9667099118232727,Natural Grassland
6694,Mixed or Not Classified,,,,,og_shp_imagesCopy/6694.png,Natural Wooded Land,0.4628964066505432,
6702,Natural Wooded Land,,,,,og_shp_imagesCopy/6702.png,Natural Wooded Land,0.5185028314590454,
6704,Natural Wooded Land,,,,,og_shp_imagesCopy/6704.png,Natural Wooded Land,0.5804182291030884,
6709,Natural Wooded Land,,,,,og_shp_imagesCopy/6709.png,Wetlands,0.508749783039093,
6715,Natural Wooded Land,,,,,og_shp_imagesCopy/6715.png,Planted Forest,0.6883354187011719,
6741,Natural Wooded Land,,,,,og_shp_imagesCopy/6741.png,Natural Wooded Land,0.4761960208415985,
6746,Natural Wooded Land,,,,,og_shp_imagesCopy/6746.png,Natural Wooded Land,0.5252155065536499,
6757,Mixed or Not Classified,,,,,og_shp_imagesCopy/6757.png,Natural Wooded Land,0.36583223938941956,
6761,Mixed or Not Classified,,,,,og_shp_imagesCopy/6761.png,Natural Wooded Land,0.5375556349754333,
6794,Natural Wooded Land,,,,,og_shp_imagesCopy/6794.png,Natural Wooded Land,0.5281509160995483,
6824,Natural Wooded Land,,,,,og_shp_imagesCopy/6824.png,Wetlands,0.7344558238983154,
6827,Shrubs,,,,,og_shp_imagesCopy/6827.png,Wetlands,0.5844491720199585,
6857,Natural Wooded Land,,,,,og_shp_imagesCopy/6857.png,Natural Wooded Land,0.5559351444244385,
6875,Shrubs,,,,,og_shp_imagesCopy/6875.png,Natural Grassland,0.43722251057624817,
6888,Natural Wooded Land,,,,,og_shp_imagesCopy/6888.png,Wetlands,0.8396862149238586,Wetlands
6899,Mixed or Not Classified,,,,,og_shp_imagesCopy/6899.png,Natural Grassland,0.821536660194397,Natural Grassland
6904,Mixed or Not Classified,,,,,og_shp_imagesCopy/6904.png,Natural Wooded Land,0.6534827947616577,
6921,Mixed or Not Classified,,,,,og_shp_imagesCopy/6921.png,Natural Wooded Land,0.6130262613296509,
6932,Natural Wooded Land,,,,,og_shp_imagesCopy/6932.png,Natural Wooded Land,0.6460036635398865,
6947,Mixed or Not Classified,,,,,og_shp_imagesCopy/6947.png,Natural Wooded Land,0.44455087184906006,
6973,Mixed or Not Classified,,,,,og_shp_imagesCopy/6973.png,Natural Grassland,0.9050280451774597,Natural Grassland
6979,Natural Wooded Land,,,,,og_shp_imagesCopy/6979.png,Planted Forest,0.8021374344825745,Planted Forest
6984,Natural Wooded Land,,,,,og_shp_imagesCopy/6984.png,Natural Wooded Land,0.7883221507072449,
6994,Natural Wooded Land,,,,,og_shp_imagesCopy/6994.png,Wetlands,0.5031015276908875,
7011,Mixed or Not Classified,,,,,og_shp_imagesCopy/7011.png,Wetlands,0.5784283876419067,
7022,Natural Wooded Land,,,,,og_shp_imagesCopy/7022.png,Natural Wooded Land,0.9605109691619873,Natural Wooded Land
7068,Mixed or Not Classified,,,,,og_shp_imagesCopy/7068.png,Mixed or Not Classified,0.6683265566825867,
7080,Mixed or Not Classified,,,,,og_shp_imagesCopy/7080.png,Natural Grassland,0.46872958540916443,
